0	-0.281791
0.1	-0.281791
0.2	-0.281791
0.3	-0.281791
0.4	-0.281791
0.5	-0.281791
0.6	-0.281791
0.7	-0.281791
0.8	-0.281791
0.9	-0.281791
1	-0.281791
1.1	-0.300465
1.2	-0.300465
1.3	-0.300465
1.4	-0.300465
1.5	-0.300465
1.6	-0.300465
1.7	-0.300465
1.8	-0.300465
1.9	-0.300465
2	-0.319477
2.1	-0.319477
2.2	-0.319477
2.3	-0.319477
2.4	-0.319477
2.5	-0.319477
2.6	-0.319477
2.7	-0.319477
2.8	-0.319477
2.9	-0.319477
3	-0.339164
3.1	-0.339164
3.2	-0.339164
3.3	-0.339164
3.4	-0.339164
3.5	-0.339164
3.6	-0.339164
3.7	-0.339164
3.8	-0.339164
3.9	-0.339164
4	-0.359866
4.1	-0.359866
4.2	-0.359866
4.3	-0.359866
4.4	-0.359866
4.5	-0.359866
4.6	-0.359866
4.7	-0.359866
4.8	-0.359866
4.9	-0.359866
5	-0.359866
5.1	-0.38192
5.2	-0.38192
5.3	-0.38192
5.4	-0.38192
5.5	-0.38192
5.6	-0.38192
5.7	-0.38192
5.8	-0.38192
5.9	-0.38192
6	-0.38192
6.1	-0.405665
6.2	-0.405665
6.3	-0.405665
6.4	-0.405665
6.5	-0.405665
6.6	-0.405665
6.7	-0.405665
6.8	-0.405665
6.9	-0.405665
7	-0.405665
7.1	-0.431437
7.2	-0.431437
7.3	-0.431437
7.4	-0.431437
7.5	-0.431437
7.6	-0.431437
7.7	-0.431437
7.8	-0.431437
7.9	-0.431437
8	-0.431437
8.1	-0.459576
8.2	-0.459576
8.3	-0.459576
8.4	-0.459576
8.5	-0.459576
8.6	-0.459576
8.7	-0.459576
8.8	-0.459576
8.9	-0.459576
9	-0.459576
9.1	-0.490419
9.2	-0.490419
9.3	-0.490419
9.4	-0.490419
9.5	-0.490419
9.6	-0.490419
9.7	-0.490419
9.8	-0.490419
9.9	-0.490419
10	-0.490419
